1979/03 03S 149E       3      12.57
1979/03 03S 150E     133     664.31
1979/03 03S 151E      10      35.04
1979/03 04S 150E       3       2.44
1979/03 04S 151E       3      31.98
1979/03 05S 151E       3      24.69
1979/03 07S 150E      14      30.10
1979/03 08S 150E       2       6.24
1979/03 11S 147E      11      53.12
1979/03 11S 148E      86     241.48
1979/04 02S 149E      28     157.83
1979/04 02S 150E     162    1090.24
1979/04 02S 151E       4      27.22
1979/04 03S 149E      39      96.01
1979/04 03S 150E     296    1596.78
1979/04 03S 151E       5      15.75
1979/04 04S 149E       5      23.60
1979/04 04S 150E      77     408.58
1979/04 04S 151E      72     349.49
1979/04 05S 150E      32     233.36
1979/04 05S 151E      76     371.68
1979/04 09S 149E       1       3.22
1979/05 02S 146E      78     269.14
1979/05 02S 147E     116     346.88
1979/05 02S 149E      10      52.25
1979/05 02S 150E      44     116.61
1979/05 02S 151E       4      17.14
1979/05 03S 145E       1        .67
1979/05 03S 146E       4       9.44
1979/05 03S 147E      49     162.86
1979/05 03S 149E      23      82.85
1979/05 03S 150E     245     527.15
1979/05 03S 151E       7      10.63
1979/05 04S 149E       4       4.63
1979/05 04S 150E      77     199.73
1979/05 04S 151E     100     423.51
1979/05 04S 152E      38     224.27
1979/05 05S 150E      47     165.87
1979/05 05S 151E      85     396.69
1979/05 05S 152E      23     123.46
1979/05 06S 152E       1       4.10
1979/06 02S 146E     116     391.76
1979/06 02S 147E     243     863.72
1979/06 02S 148E       1        .96
1979/06 02S 149E       3      11.19
1979/06 02S 150E      34     101.25
1979/06 02S 151E       1       1.31
1979/06 03S 146E       2       4.11
1979/06 03S 147E      56     105.63
1979/06 03S 149E      29     116.50
1979/06 03S 150E      99     297.76
1979/06 03S 151E       2       7.71
1979/06 04S 149E       3       8.73
1979/06 04S 150E      87     322.55
1979/06 04S 151E      90     330.80
1979/06 04S 152E      51     214.52
1979/06 05S 150E      41     177.71
1979/06 05S 151E     114     412.04
1979/06 05S 152E      44     188.53
1979/07 02S 146E       3       6.97
1979/07 02S 147E       3       1.74
1979/07 02S 149E      59     264.11
1979/07 02S 150E     169     558.94
1979/07 02S 151E       7      30.50
1979/07 03S 149E      76     268.75
1979/07 03S 150E     228     569.97
1979/07 03S 151E      30      62.85
1979/07 04S 149E      16      40.32
1979/07 04S 150E     166     486.86
1979/07 04S 151E     122     312.73
1979/07 04S 152E      15      41.55
1979/07 05S 149E       2        .00
1979/07 05S 150E      76     177.37
1979/07 05S 151E      62     151.74
1979/07 05S 152E       1        .10
1979/07 06S 149E       5       6.70
1979/07 06S 150E       1        .00
1979/08 02S 146E       1       2.01
1979/08 02S 147E       8      35.74
1979/08 02S 149E     109     401.11
1979/08 02S 150E     177     569.55
1979/08 02S 151E      15      81.99
1979/08 03S 149E      48     108.87
1979/08 03S 150E     193     483.19
1979/08 03S 151E      26      76.25
1979/08 04S 149E       6      20.39
1979/08 04S 150E      83     215.45
1979/08 04S 151E     102     242.61
1979/08 04S 152E       5       9.18
1979/08 05S 149E       1        .00
1979/08 05S 150E      52     106.46
1979/08 05S 151E      93     169.42
1979/08 05S 152E       3       7.88
1979/09 02S 147E       1        .00
1979/09 02S 149E      69     137.04
1979/09 02S 150E      90     219.24
1979/09 02S 151E       3       6.52
1979/09 03S 147E       2        .74
1979/09 03S 149E      48      86.76
1979/09 03S 150E     205     345.45
1979/09 03S 151E      33     103.14
1979/09 04S 149E       2        .53
1979/09 04S 150E     180     349.03
1979/09 04S 151E     138     291.33
1979/09 05S 148E       1        .00
1979/09 05S 149E      45     100.31
1979/09 05S 150E      21      32.64
1979/09 05S 151E      33      38.54
1979/09 05S 152E       1       2.79
1979/09 06S 149E      30     127.01
1979/10 02S 144E       2        .00
1979/10 02S 146E      28      23.23
1979/10 02S 147E      40      18.03
1979/10 02S 149E      60      96.30
1979/10 02S 150E      68      75.71
1979/10 02S 151E       5       7.02
1979/10 03S 146E       3        .30
1979/10 03S 147E       7        .41
1979/10 03S 149E      17      18.41
1979/10 03S 150E     109      87.11
1979/10 03S 151E      23      15.27
1979/10 04S 149E       2       1.15
1979/10 04S 150E     154      97.98
1979/10 04S 151E      27      18.41
1979/10 05S 146E       2        .50
1979/10 05S 148E       1       5.09
1979/10 05S 149E       4       6.01
1979/10 05S 151E      17      10.76
1979/10 05S 152E       2        .88
1979/10 06S 149E     123     213.03
1979/10 06S 150E       2       1.74
1979/10 07S 148E       7       2.32
1979/10 07S 149E      14       8.31
1979/10 07S 150E       2        .00
1979/11 02S 149E      31      21.40
1979/11 02S 150E     115     157.98
1979/11 02S 151E       8       6.98
1979/11 03S 149E      68     104.68
1979/11 03S 150E     201     203.68
1979/11 03S 151E      28      43.32
1979/11 04S 149E      10       9.39
1979/11 04S 150E     113     155.51
1979/11 04S 151E      38      33.36
1979/11 05S 150E       1       2.41
1979/11 05S 151E      11       1.96
1979/11 06S 149E      73      68.45
1979/11 07S 148E      10       1.16
1979/11 07S 149E       9       1.83
1979/11 08S 148E       4        .31
1979/11 09S 148E      16      31.88
1979/11 10S 149E       3        .00
1979/12 02S 149E      11       6.86
1979/12 02S 150E      21      20.69
1979/12 02S 151E       2       2.63
1979/12 03S 149E      21      29.98
1979/12 03S 150E      65      96.65
1979/12 03S 151E       9       9.53
1979/12 04S 149E       7      11.67
1979/12 04S 150E      71     103.78
1979/12 04S 151E       3       4.19
1979/12 06S 149E       2        .00
1979/12 07S 148E      25       7.90
1979/12 07S 149E      39       5.79
1980/01 07S 148E     126     243.85
1980/01 07S 150E      20      29.13
1980/02 02S 150E       3       6.62
1980/02 03S 150E       8       1.80
1980/02 07S 148E       4        .19
1980/02 07S 149E      38      95.28
1980/02 07S 150E      35      32.50
1980/02 07S 151E       3       1.04
1980/02 08S 151E       7       6.72
1980/03 02S 149E      20      47.32
1980/03 02S 150E      65      79.28
1980/03 03S 149E      43      75.19
1980/03 03S 150E      92     156.62
1980/03 03S 151E       6       8.64
1980/03 04S 149E      16      46.65
1980/03 04S 150E      59      98.79
1980/03 04S 151E      63      47.81
1980/03 04S 152E       9       9.45
1980/03 05S 150E      14       8.42
1980/03 05S 151E      42      21.94
1980/03 05S 152E       7       8.95
1980/03 06S 148E       1        .19
1980/03 06S 149E       2        .19
1980/03 06S 151E       1        .04
1980/04 02S 149E      46      90.46
1980/04 02S 150E     194     408.39
1980/04 02S 151E       1       6.71
1980/04 03S 149E      57     198.18
1980/04 03S 150E     193     540.30
1980/04 03S 151E      21      50.62
1980/04 04S 149E      31      76.92
1980/04 04S 150E     154     410.55
1980/04 04S 151E      54     120.11
1980/04 05S 148E       1        .33
1980/04 05S 149E       1        .27
1980/04 05S 150E      13      16.56
1980/04 05S 151E      24      30.87
1980/04 05S 152E       6       5.06
1980/04 06S 148E       4        .10
1980/04 06S 149E       2        .57
1980/04 06S 152E       2       4.71
1980/04 07S 148E      49     111.40
1980/04 07S 149E      73     103.85
1980/04 07S 150E      12      16.40
1980/04 08S 149E       2       9.49
1980/04 08S 150E       3       7.81
1980/05 02S 149E      23      41.80
1980/05 02S 150E      78     179.78
1980/05 02S 151E      23      56.08
1980/05 03S 149E      86     239.55
1980/05 03S 150E     146     310.33
1980/05 03S 151E      17      28.90
1980/05 04S 149E      45     164.86
1980/05 04S 150E     219     737.72
1980/05 04S 151E     110     207.29
1980/05 05S 149E       6       7.98
1980/05 05S 150E      81     101.87
1980/05 05S 151E     127     131.29
1980/05 06S 148E       3       5.16
1980/05 06S 149E       3        .80
1980/05 06S 150E      18      30.76
1980/05 06S 152E       1       4.15
1980/05 07S 148E       5       2.66
1980/05 07S 149E       3        .87
1980/06 02S 149E      43     123.05
1980/06 02S 150E     216     673.93
1980/06 02S 151E      30     107.27
1980/06 03S 149E      55     144.54
1980/06 03S 150E     281     961.07
1980/06 03S 151E      66     234.29
1980/06 04S 149E       5      18.51
1980/06 04S 150E      32     113.30
1980/06 04S 151E     135     262.04
1980/06 04S 152E       6      12.33
1980/06 05S 150E      21      27.38
1980/06 05S 151E     114     182.84
1980/06 05S 152E       1        .30
1980/06 07S 148E      12      11.65
1980/06 07S 149E      29      39.04
1980/07 02S 149E      57     150.92
1980/07 02S 150E     358    1164.01
1980/07 02S 151E      71     272.43
1980/07 03S 149E      43     169.54
1980/07 03S 150E     153     489.65
1980/07 03S 151E      47     131.63
1980/07 04S 149E       6       8.59
1980/07 04S 150E      52     117.06
1980/07 04S 151E     145     257.28
1980/07 04S 152E       2       3.55
1980/07 05S 149E       6        .00
1980/07 05S 150E      30      12.84
1980/07 05S 151E      88      97.62
1980/07 05S 152E       2       2.01
1980/07 06S 150E       6        .55
1980/07 06S 151E       2        .00
1980/08 02S 149E      17     110.24
